iata,Year,Month,average_delay,volumne,airport,city,state,lat,long
BNA,1997,11,7.875,8,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,1997,11,-6.0,1,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,1997,11,28.2222222222,9,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,1997,11,-6.0,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,1997,11,9.0,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUR,1997,11,-7.66666666667,3,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,1997,11,9.28571428571,7,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CAK,1997,11,3.0,1,Akron-Canton Regional,Akron,OH,40.91631194,-81.44246556
CHS,1997,11,0.0,1,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CLE,1997,11,17.75,4,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,1997,11,-4.91666666667,12,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,1997,11,-2.0,3,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,1997,11,-1.66666666667,3,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CRP,1997,11,-5.0,1,Corpus Christi International,Corpus Christi,TX,27.77036083,-97.50121528
CVG,1997,11,10.8,5,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,1997,11,-6.5,2,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DCA,1997,11,-2.0,7,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,1997,11,33.75,12,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,1997,11,-6.47368421053,19,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DSM,1997,11,36.0,1,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,1997,11,18.1818181818,11,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,1997,11,5.0,1,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,1997,11,5.55555555556,9,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAR,1997,11,-12.0,1,Hector International,Fargo,ND,46.91934889,-96.81498889
FLL,1997,11,9.0,3,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GEG,1997,11,-8.0,1,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GRB,1997,11,39.0,1,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959
GSO,1997,11,2.5,2,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
HOU,1997,11,56.75,4,William P Hobby,Houston,TX,29.64541861,-95.27888889
HPN,1997,11,2.0,2,Westchester Cty,White Plains,NY,41.06695778,-73.70757444
IAD,1997,11,7.16666666667,6,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,1997,11,-7.0,5,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
IND,1997,11,-3.33333333333,3,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
JAN,1997,11,5.0,3,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,1997,11,-1.0,2,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,1997,11,-5.5,2,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,1997,11,4.88888888889,9,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,1997,11,11.0,15,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LGA,1997,11,1.41666666667,12,LaGuardia,New York,NY,40.77724306,-73.87260917
LIT,1997,11,0.5,2,Adams ,Little Rock,AR,34.72939611,-92.22424556
MAF,1997,11,27.0,2,Midland International,Midland,TX,31.94252778,-102.2019139
MCI,1997,11,45.8333333333,6,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,1997,11,2.0,3,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDT,1997,11,8.0,1,Harrisburg Intl,Harrisburg,PA,40.19349528,-76.76340361
MDW,1997,11,-20.0,1,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,1997,11,0.0,6,Memphis International,Memphis,TN,35.04241667,-89.97666667
MHT,1997,11,12.0,1,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,1997,11,25.0,5,Miami International,Miami,FL,25.79325,-80.29055556
MKE,1997,11,-5.0,1,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MLB,1997,11,-20.0,1,Melbourne International ,Melbourne,FL,28.10275,-80.64580556
MLU,1997,11,-1.0,1,Monroe Regional,Monroe,LA,32.51086556,-92.03768778
MSP,1997,11,35.8333333333,12,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,1997,11,4.33333333333,6,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,1997,11,31.5,2,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,1997,11,54.5,2,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,1997,11,-10.0,2,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,1997,11,1.33333333333,3,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,1997,11,3.9,20,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
PBI,1997,11,2.0,2,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,1997,11,5.25,4,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,1997,11,-2.85714285714,7,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,1997,11,-4.0,13,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,1997,11,4.42857142857,7,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PSP,1997,11,-1.0,1,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PWM,1997,11,0.666666666667,3,Portland International Jetport,Portland,ME,43.64616667,-70.30875
RDU,1997,11,-0.5,2,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,1997,11,-11.0,1,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,1997,11,53.5,2,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROA,1997,11,-1.0,1,Roanoke Regional/ Woodrum ,Roanoke,VA,37.32546833,-79.97542833
SAN,1997,11,2.6,5,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,1997,11,21.75,4,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SBA,1997,11,-8.0,1,Santa Barbara Municipal,Santa Barbara,CA,34.42621194,-119.8403733
SDF,1997,11,9.0,5,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,1997,11,4.75,8,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,1997,11,4.83333333333,6,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SHV,1997,11,6.0,1,Shreveport Regional,Shreveport,LA,32.4466275,-93.82559833
SJC,1997,11,-2.2,5,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,1997,11,3.3,10,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,1997,11,3.0,2,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,1997,11,5.66666666667,3,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
SRQ,1997,11,35.0,1,Sarasota Bradenton International,Sarasota,FL,27.39533333,-82.55411111
STL,1997,11,5.3125,16,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SWF,1997,11,2.0,1,Stewart,Newburgh,NY,41.50409361,-74.10483833
SYR,1997,11,4.0,1,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TPA,1997,11,78.0,4,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,1997,11,1.5,2,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,1997,11,-12.5,2,Tucson International,Tucson,AZ,32.11608333,-110.9410278
VPS,1997,11,7.0,1,Eglin Air Force Base,Valparaiso,FL,30.48325,-86.5254
ABQ,1998,11,-6.5,2,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ATL,1998,11,1.26666666667,15,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,1998,11,3.0,7,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,1998,11,2.66666666667,3,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,1998,11,-2.0,1,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIL,1998,11,-17.0,1,Billings Logan Intl,Billings,MT,45.8076625,-108.5428611
BNA,1998,11,-14.5,4,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,1998,11,-3.5,2,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,1998,11,-1.81818181818,11,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BUF,1998,11,-9.0,1,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,1998,11,28.0,2,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,1998,11,-9.0,4,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CHS,1998,11,-4.0,1,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CLE,1998,11,-1.66666666667,6,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,1998,11,0.0,13,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,1998,11,2.5,2,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,1998,11,-2.0,2,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CVG,1998,11,-2.66666666667,3,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,1998,11,10.4,5,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,1998,11,0.0,2,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,1998,11,9.28571428571,7,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,1998,11,-4.33333333333,12,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,1998,11,3.5625,16,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DTW,1998,11,-3.36363636364,11,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,1998,11,2.0,1,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,1998,11,16.1,10,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FCA,1998,11,1.0,1,Glacier Park Intl,Kalispell,MT,48.31140472,-114.2550694
FLL,1998,11,8.5,2,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GEG,1998,11,5.0,2,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GRR,1998,11,-1.0,1,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSO,1998,11,1.0,1,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
GSP,1998,11,0.0,2,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
HOU,1998,11,7.2,5,William P Hobby,Houston,TX,29.64541861,-95.27888889
HRL,1998,11,5.0,1,Valley International,Harlingen,TX,26.22850611,-97.65439389
IAD,1998,11,34.5,2,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,1998,11,0.6,10,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,1998,11,-11.0,1,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
IND,1998,11,-15.0,1,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
JAN,1998,11,-5.0,1,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,1998,11,-1.0,2,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,1998,11,-21.0,2,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,1998,11,-0.3,10,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,1998,11,2.06666666667,15,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,1998,11,7.0,2,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LEX,1998,11,15.0,1,Blue Grass ,Lexington,KY,38.03697222,-84.60538889
LGA,1998,11,10.2,10,LaGuardia,New York,NY,40.77724306,-73.87260917
LIT,1998,11,1.5,2,Adams ,Little Rock,AR,34.72939611,-92.22424556
MCI,1998,11,22.6666666667,3,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,1998,11,7.0,5,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,1998,11,5.75,4,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,1998,11,-8.0,5,Memphis International,Memphis,TN,35.04241667,-89.97666667
MFE,1998,11,28.0,1,McAllen Miller International,McAllen,TX,26.17583333,-98.23861111
MGM,1998,11,2.0,1,Montgomery Regional Apt,Montgomery,AL,32.30064417,-86.39397611
MHT,1998,11,7.0,1,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,1998,11,-9.5,4,Miami International,Miami,FL,25.79325,-80.29055556
MKE,1998,11,-10.0,4,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MOB,1998,11,-9.0,1,Mobile Regional,Mobile,AL,30.69141667,-88.24283333
MRY,1998,11,4.0,1,Monterey Peninsula,Monterey,CA,36.5869825,-121.8429478
MSN,1998,11,-14.0,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,1998,11,-13.5555555556,9,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,1998,11,-4.8,5,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,1998,11,7.75,4,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,1998,11,5.0,1,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
ONT,1998,11,5.75,4,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,1998,11,8.3,20,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,1998,11,-11.0,1,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,1998,11,-3.0,1,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,1998,11,13.25,4,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,1998,11,-3.0,10,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,1998,11,-1.15384615385,13,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,1998,11,-3.28571428571,7,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PNS,1998,11,-9.0,1,Pensacola Regional,Pensacola,FL,30.47330556,-87.18744444
PVD,1998,11,-2.5,2,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
PWM,1998,11,-3.0,1,Portland International Jetport,Portland,ME,43.64616667,-70.30875
RIC,1998,11,2.5,2,Richmond International,Richmond,VA,37.50516667,-77.31966667
ROC,1998,11,-9.0,1,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RST,1998,11,-3.0,2,Rochester International,Rochester,MN,43.90882639,-92.49798722
RSW,1998,11,4.0,1,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,1998,11,10.4444444444,9,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,1998,11,-4.83333333333,6,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SDF,1998,11,0.0,1,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,1998,11,7.75,4,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,1998,11,49.0,9,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SHV,1998,11,129.0,1,Shreveport Regional,Shreveport,LA,32.4466275,-93.82559833
SJC,1998,11,1.375,8,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,1998,11,47.0,6,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,1998,11,5.25,4,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,1998,11,1.33333333333,3,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,1998,11,-2.41176470588,17,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
TPA,1998,11,1.16666666667,6,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUS,1998,11,-0.666666666667,3,Tucson International,Tucson,AZ,32.11608333,-110.9410278
ABE,1999,11,-13.0,1,Lehigh Valley International,Allentown,PA,40.65236278,-75.44040167
ABQ,1999,11,11.0,2,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ALB,1999,11,13.0,1,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,1999,11,5.26315789474,19,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,1999,11,-8.75,4,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,1999,11,4.0,1,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,1999,11,-3.66666666667,3,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BNA,1999,11,-4.16666666667,6,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOS,1999,11,-4.8,5,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BUF,1999,11,16.75,4,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,1999,11,17.0,2,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,1999,11,9.4,5,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
BZN,1999,11,-16.0,1,Gallatin ,Bozeman,MT,45.77690139,-111.1530072
CID,1999,11,-17.0,2,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222
CLE,1999,11,-5.33333333333,6,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,1999,11,6.11111111111,9,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,1999,11,6.0,5,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
CRW,1999,11,-8.0,1,Yeager,Charleston,WV,38.37315083,-81.59318972
CVG,1999,11,-3.57142857143,7,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,1999,11,0.0,3,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DCA,1999,11,-9.0,4,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,1999,11,-0.615384615385,13,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,1999,11,-13.3703703704,27,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DTW,1999,11,-1.07142857143,14,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
EWR,1999,11,1.5,14,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAY,1999,11,-6.0,1,Fayetteville Municipal,Fayetteville,NC,34.99147222,-78.88
FLL,1999,11,2.75,4,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GEG,1999,11,17.5,2,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GSO,1999,11,-2.0,2,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
HOU,1999,11,9.0,2,William P Hobby,Houston,TX,29.64541861,-95.27888889
HSV,1999,11,-1.0,1,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944
IAD,1999,11,6.875,8,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,1999,11,6.25,12,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ILM,1999,11,-6.0,1,Wilmington International,Wilmington,NC,34.27061111,-77.90255556
JAN,1999,11,-7.25,4,Jackson International,Jackson,MS,32.31116667,-90.07588889
JFK,1999,11,-12.2,5,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,1999,11,8.66666666667,9,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,1999,11,16.0,12,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LEX,1999,11,0.5,2,Blue Grass ,Lexington,KY,38.03697222,-84.60538889
LGA,1999,11,57.1428571429,7,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,1999,11,-7.0,1,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
MAF,1999,11,10.0,1,Midland International,Midland,TX,31.94252778,-102.2019139
MCI,1999,11,2.33333333333,6,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,1999,11,52.2857142857,7,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,1999,11,8.5,4,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,1999,11,-4.0,7,Memphis International,Memphis,TN,35.04241667,-89.97666667
MHT,1999,11,7.0,2,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,1999,11,24.0,2,Miami International,Miami,FL,25.79325,-80.29055556
MKE,1999,11,-1.0,2,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MSN,1999,11,-13.0,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,1999,11,-7.1,10,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,1999,11,-5.0,4,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,1999,11,3.0,3,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,1999,11,3.0,1,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
ONT,1999,11,2.6,5,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,1999,11,-5.0,16,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
PBI,1999,11,-3.0,2,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,1999,11,-2.5,4,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,1999,11,1.28571428571,7,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,1999,11,11.2307692308,13,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIA,1999,11,-4.0,1,Greater Peoria Regional,Peoria,IL,40.66424333,-89.69330556
PIT,1999,11,3.8,5,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PNS,1999,11,-2.0,1,Pensacola Regional,Pensacola,FL,30.47330556,-87.18744444
PSP,1999,11,24.5,2,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,1999,11,36.8,5,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
PWM,1999,11,-11.0,2,Portland International Jetport,Portland,ME,43.64616667,-70.30875
RDU,1999,11,-2.5,2,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,1999,11,-3.0,1,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,1999,11,3.33333333333,3,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROA,1999,11,-6.0,1,Roanoke Regional/ Woodrum ,Roanoke,VA,37.32546833,-79.97542833
SAN,1999,11,39.0,7,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,1999,11,5.66666666667,3,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SDF,1999,11,48.5,2,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,1999,11,12.6666666667,6,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,1999,11,4.25,12,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,1999,11,-2.66666666667,3,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,1999,11,-9.2,5,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,1999,11,4.33333333333,3,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,1999,11,6.42857142857,7,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,1999,11,7.0,12,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,1999,11,-3.0,1,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TLH,1999,11,40.0,1,Tallahassee Regional,Tallahassee,FL,30.39652778,-84.35033333
TPA,1999,11,7.2,5,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,1999,11,-5.0,1,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
ABQ,2000,11,3.0,5,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ALB,2000,11,11.5,2,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2000,11,3.77777777778,27,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2000,11,26.5,2,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2000,11,-2.8,5,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2000,11,-5.0,2,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIS,2000,11,-9.0,1,Bismarck Municipal,Bismarck,ND,46.77411111,-100.7467222
BNA,2000,11,20.125,8,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOS,2000,11,-1.22222222222,9,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BUF,2000,11,-2.5,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2000,11,8.8,5,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2000,11,3.9,10,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CID,2000,11,-6.0,1,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222
CLE,2000,11,5.0,5,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2000,11,28.6666666667,21,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2000,11,12.25,4,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,2000,11,12.5,4,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CVG,2000,11,6.75,4,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2000,11,89.3333333333,3,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DCA,2000,11,16.25,12,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2000,11,7.125,8,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2000,11,8.63636363636,22,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DSM,2000,11,-3.0,1,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,2000,11,0.5,10,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2000,11,1.0,1,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,2000,11,2.5,14,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FCA,2000,11,82.0,1,Glacier Park Intl,Kalispell,MT,48.31140472,-114.2550694
FLL,2000,11,6.2,5,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
HOU,2000,11,5.71428571429,7,William P Hobby,Houston,TX,29.64541861,-95.27888889
IAD,2000,11,26.3333333333,6,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2000,11,17.0714285714,14,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
